zyrat_doganore,authorization_reference,means_transport_code_1,means_transport_country_from,truck_registration_plate_number,means_transport_country_to,means_transport_identity_2,consignee_name,customs_tariff_1,customs_tariff_2,statistical_quantity,goods_description,origjina,gross_weight,net_weight,invoice_value,currency,document_reference,document_date
AL111000,AL2025,50,RS,L92008015T,AL,L92008015T,INTEX COURIER - SHPK,61091000,000,7,EDUART ZEKAJ R510`nAWB AL000557480R T SHIRT-7CP`nDET DOG 1988.4 ALL,CN,1.3100,1.3100,121.78,,AL000557480R,26/03/2026
